source_row_index,original_scene_id,scene_id,stac_item_id,timestamp,lat,lon,category_name,original_matched_category,polarization,center_x,center_y,patch_name,patch_file,patch_cal_file,patch_uint8_file,patch_rgb_file,patch_status
27,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_rtc,2026-02-01 21:44:13 UTC,-5.372169490867878,118.64691981292106,Cargo,cargo,vv,11650,9884,Cargo_x11650_y9884,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x11650_y9884.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x11650_y9884.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x11650_y9884.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x11650_y9884.png,success
27,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_rtc,2026-02-01 21:44:13 UTC,-5.372169490867878,118.64691981292106,Cargo,cargo,vh,11650,9884,Cargo_x11650_y9884,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x11650_y9884_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x11650_y9884_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x11650_y9884_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x11650_y9884_vh.png,success
28,S1A_IW_GRDH_1SDV_20260202T100136_20260202T100148_063038_07E928_4736,S1A_IW_GRDH_1SDV_20260202T100136_20260202T100148_063038_07E928_4736,S1A_IW_GRDH_1SDV_20260202T100136_20260202T100148_063038_07E928_rtc,2026-02-02 10:01:36 UTC,-4.710930820553164,124.91866979603756,Cargo,cargo,vv,11680,4985,Cargo_x11680_y4985,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x11680_y4985.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x11680_y4985.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x11680_y4985.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x11680_y4985.png,success
28,S1A_IW_GRDH_1SDV_20260202T100136_20260202T100148_063038_07E928_4736,S1A_IW_GRDH_1SDV_20260202T100136_20260202T100148_063038_07E928_4736,S1A_IW_GRDH_1SDV_20260202T100136_20260202T100148_063038_07E928_rtc,2026-02-02 10:01:36 UTC,-4.710930820553164,124.91866979603756,Cargo,cargo,vh,11680,4985,Cargo_x11680_y4985,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x11680_y4985_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x11680_y4985_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x11680_y4985_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x11680_y4985_vh.png,success
29,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_rtc,2026-02-01 21:42:08 UTC,1.880650183649138,119.32641684290748,Cargo,cargo,vv,1261,13009,Cargo_x1261_y13009,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x1261_y13009.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x1261_y13009.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x1261_y13009.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x1261_y13009.png,success
29,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_rtc,2026-02-01 21:42:08 UTC,1.880650183649138,119.32641684290748,Cargo,cargo,vh,1261,13009,Cargo_x1261_y13009,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x1261_y13009_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x1261_y13009_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x1261_y13009_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x1261_y13009_vh.png,success
30,S1A_IW_GRDH_1SDV_20260207T223355_20260207T223422_063119_07EC28_536D,S1A_IW_GRDH_1SDV_20260207T223355_20260207T223422_063119_07EC28_536D,S1A_IW_GRDH_1SDV_20260207T223355_20260207T223422_063119_07EC28_rtc,2026-02-07 22:33:55 UTC,-5.887636970273862,106.10541811250734,Cargo,cargo,vv,12624,2066,Cargo_x12624_y2066,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x12624_y2066.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x12624_y2066.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x12624_y2066.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x12624_y2066.png,success
30,S1A_IW_GRDH_1SDV_20260207T223355_20260207T223422_063119_07EC28_536D,S1A_IW_GRDH_1SDV_20260207T223355_20260207T223422_063119_07EC28_536D,S1A_IW_GRDH_1SDV_20260207T223355_20260207T223422_063119_07EC28_rtc,2026-02-07 22:33:55 UTC,-5.887636970273862,106.10541811250734,Cargo,cargo,vh,12624,2066,Cargo_x12624_y2066,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x12624_y2066_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x12624_y2066_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x12624_y2066_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x12624_y2066_vh.png,success
31,S1A_IW_GRDH_1SDV_20260208T213336_20260208T213401_063133_07ECB4_C20A,S1A_IW_GRDH_1SDV_20260208T213336_20260208T213401_063133_07ECB4_C20A,S1A_IW_GRDH_1SDV_20260208T213336_20260208T213401_063133_07ECB4_rtc,2026-02-08 21:33:36 UTC,2.9666403536604022,122.64335167496536,Cargo,cargo,vv,12821,12641,Cargo_x12821_y12641,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x12821_y12641.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x12821_y12641.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x12821_y12641.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x12821_y12641.png,success
31,S1A_IW_GRDH_1SDV_20260208T213336_20260208T213401_063133_07ECB4_C20A,S1A_IW_GRDH_1SDV_20260208T213336_20260208T213401_063133_07ECB4_C20A,S1A_IW_GRDH_1SDV_20260208T213336_20260208T213401_063133_07ECB4_rtc,2026-02-08 21:33:36 UTC,2.9666403536604022,122.64335167496536,Cargo,cargo,vh,12821,12641,Cargo_x12821_y12641,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x12821_y12641_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x12821_y12641_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x12821_y12641_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x12821_y12641_vh.png,success
32,S1A_IW_GRDH_1SDV_20260206T092921_20260206T092946_063096_07EB4D_B0C8,S1A_IW_GRDH_1SDV_20260206T092921_20260206T092946_063096_07EB4D_B0C8,S1A_IW_GRDH_1SDV_20260206T092921_20260206T092946_063096_07EB4D_rtc,2026-02-06 09:29:21 UTC,-2.4155758143591712,132.5584568336558,Cargo,cargo,vv,13011,15486,Cargo_x13011_y15486,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13011_y15486.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13011_y15486.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13011_y15486.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13011_y15486.png,success
32,S1A_IW_GRDH_1SDV_20260206T092921_20260206T092946_063096_07EB4D_B0C8,S1A_IW_GRDH_1SDV_20260206T092921_20260206T092946_063096_07EB4D_B0C8,S1A_IW_GRDH_1SDV_20260206T092921_20260206T092946_063096_07EB4D_rtc,2026-02-06 09:29:21 UTC,-2.4155758143591712,132.5584568336558,Cargo,cargo,vh,13011,15486,Cargo_x13011_y15486,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13011_y15486_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13011_y15486_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13011_y15486_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13011_y15486_vh.png,success
33,S1A_IW_GRDH_1SDV_20260206T110630_20260206T110659_063097_07EB59_F19D,S1A_IW_GRDH_1SDV_20260206T110630_20260206T110659_063097_07EB59_F19D,S1A_IW_GRDH_1SDV_20260206T110630_20260206T110659_063097_07EB59_rtc,2026-02-06 11:06:30 UTC,-7.7329270256969505,109.09459655566152,Cargo,cargo,vv,13142,13421,Cargo_x13142_y13421,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13142_y13421.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13142_y13421.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13142_y13421.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13142_y13421.png,success
33,S1A_IW_GRDH_1SDV_20260206T110630_20260206T110659_063097_07EB59_F19D,S1A_IW_GRDH_1SDV_20260206T110630_20260206T110659_063097_07EB59_F19D,S1A_IW_GRDH_1SDV_20260206T110630_20260206T110659_063097_07EB59_rtc,2026-02-06 11:06:30 UTC,-7.7329270256969505,109.09459655566152,Cargo,cargo,vh,13142,13421,Cargo_x13142_y13421,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13142_y13421_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13142_y13421_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13142_y13421_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13142_y13421_vh.png,success
34,S1A_IW_GRDH_1SDV_20260210T211716_20260210T211741_063162_07EDB8_A355,S1A_IW_GRDH_1SDV_20260210T211716_20260210T211741_063162_07EDB8_A355,S1A_IW_GRDH_1SDV_20260210T211716_20260210T211741_063162_07EDB8_rtc,2026-02-10 21:17:16 UTC,2.164796586345369,126.65972022687836,Cargo,cargo,vv,13177,16642,Cargo_x13177_y16642,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13177_y16642.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13177_y16642.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13177_y16642.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13177_y16642.png,success
34,S1A_IW_GRDH_1SDV_20260210T211716_20260210T211741_063162_07EDB8_A355,S1A_IW_GRDH_1SDV_20260210T211716_20260210T211741_063162_07EDB8_A355,S1A_IW_GRDH_1SDV_20260210T211716_20260210T211741_063162_07EDB8_rtc,2026-02-10 21:17:16 UTC,2.164796586345369,126.65972022687836,Cargo,cargo,vh,13177,16642,Cargo_x13177_y16642,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13177_y16642_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13177_y16642_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13177_y16642_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13177_y16642_vh.png,success
35,S1A_IW_GRDH_1SDV_20260205T102546_20260205T102615_063082_07EACD_4837,S1A_IW_GRDH_1SDV_20260205T102546_20260205T102615_063082_07EACD_4837,S1A_IW_GRDH_1SDV_20260205T102546_20260205T102615_063082_07EACD_rtc,2026-02-05 10:25:46 UTC,-5.92763771328516,119.0474823735484,Cargo,cargo,vv,13192,9752,Cargo_x13192_y9752,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13192_y9752.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13192_y9752.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13192_y9752.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13192_y9752.png,success
35,S1A_IW_GRDH_1SDV_20260205T102546_20260205T102615_063082_07EACD_4837,S1A_IW_GRDH_1SDV_20260205T102546_20260205T102615_063082_07EACD_4837,S1A_IW_GRDH_1SDV_20260205T102546_20260205T102615_063082_07EACD_rtc,2026-02-05 10:25:46 UTC,-5.92763771328516,119.0474823735484,Cargo,cargo,vh,13192,9752,Cargo_x13192_y9752,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13192_y9752_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13192_y9752_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13192_y9752_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13192_y9752_vh.png,success
36,S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_2593,S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_2593,S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_rtc,2026-02-05 22:48:25 UTC,1.0547682663475333,103.60330555269704,Cargo,cargo,vv,13216,3130,Cargo_x13216_y3130,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13216_y3130.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13216_y3130.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13216_y3130.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13216_y3130.png,success
36,S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_2593,S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_2593,S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_rtc,2026-02-05 22:48:25 UTC,1.0547682663475333,103.60330555269704,Cargo,cargo,vh,13216,3130,Cargo_x13216_y3130,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13216_y3130_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13216_y3130_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13216_y3130_vh.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13216_y3130_vh.png,success
37,S1A_IW_GRDH_1SDV_20260204T220815_20260204T220840_063075_07EA7C_278C,S1A_IW_GRDH_1SDV_20260204T220815_20260204T220840_063075_07EA7C_278C,S1A_IW_GRDH_1SDV_20260204T220815_20260204T220840_063075_07EA7C_rtc,2026-02-04 22:08:15 UTC,-3.203181282863345,113.13334840511952,Cargo,cargo,vv,13283,11430,Cargo_x13283_y11430,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch\Cargo_x13283_y11430.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Cal\Cargo_x13283_y11430.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_Uint8\Cargo_x13283_y11430.tif,data\opensarship_like\FULL_FISHING_CARGO_PASSENGER_64_FINAL\Patch_RGB\Cargo_x13283_y11430.png,success
