scene,Center_x,Center_y,patch,patch_cal,category,Head_x,Head_y,Tail_x,Tail_y,UpperLeft_x,UpperLeft_y,LowerRight_x,LowerRight_y,Manual_Length,Center_longitude,Center_latitude,North_Direction,Chip_Direction,Incidence,Elevation,Slant_Range_Time,MMSI,Nav_Status,Rot,Sog,AIS_Longitude,AIS_Latitude,Projected_Latitude,Projected_Longitude,Cog,True_Head,AIS_Length,AIS_Width,Draught,Name,Ship_Type,Length_overall,Breadth_extreme,Elaborated_type,Gross_tonnage,Deadweight,patch_vv_label,patch_vh_label,patch_vv_actual_file,patch_vh_actual_file,patch_cal_vv_label,patch_cal_vh_label,patch_cal_vv_actual_file,patch_cal_vh_actual_file,patch_uint8_vv_label,patch_uint8_vh_label,patch_uint8_vv_actual_file,patch_uint8_vh_actual_file,patch_rgb_vv_label,patch_rgb_vh_label,patch_rgb_vv_actual_file,patch_rgb_vh_actual_file,polarization_vv,polarization_vh,main_polarization,available_polarizations,gfw_lookup_status,gfw_total,gfw_vessel_id,gfw_ssvid,gfw_name,gfw_flag,gfw_callsign,gfw_imo,gfw_shiptype,gfw_shiptype_source,gfw_geartype,gfw_geartype_source,gfw_self_period_from,gfw_self_period_to,gfw_registry_match,gfw_registry_ssvid,gfw_registry_name,gfw_registry_flag,gfw_registry_imo,gfw_registry_length_m,gfw_registry_width_m,gfw_registry_draught_m,gfw_registry_tonnage_gt,gfw_registry_deadweight,gfw_error,head_tail_status,head_tail_method,head_tail_confidence,head_tail_pixel_resolution_m,head_tail_length_pixels,sar_axis_bearing_mod180,sar_axis_elongation,sar_axis_component_area,sar_axis_threshold_percentile,sar_axis_consistency_deg,ais_motion_bearing,ais_motion_distance_km,ais_before_timestamp,ais_after_timestamp,ais_before_lat,ais_before_lon,ais_after_lat,ais_after_lon,ais_nearest_scene_distance_km,axis_ais_angle_difference_deg,head_tail_error,head_tail_pass2_status,head_tail_pass2_error,head_tail_axis_source,head_tail_vv_axis_bearing_mod180,head_tail_vh_axis_bearing_mod180,head_tail_cross_pol_difference_deg,gfw_sar_bearing_status,gfw_sar_bearing,gfw_sar_bearing_feature_id,gfw_sar_bearing_timestamp,gfw_sar_bearing_match_distance_m,gfw_sar_bearing_existing_head_difference_deg,gfw_sar_bearing_error,gfw_dataset,gfw_registry_tonnage_gt_source,gfw_registry_deadweight_source,IMO,GT,DWT,IMO_source,GT_source,DWT_source,UpperLeft_LowerRight_status,UpperLeft_LowerRight_source,IMO_source_url,GT_source_url,vesselfinder_gt,vesselfinder_imo,vesselfinder_mmsi,vesselfinder_name,vesselfinder_source_url,vesselfinder_gt_status,vesselfinder_imo_status,boat_agent_imo,boat_agent_gt,boat_agent_name,boat_agent_source_url,boat_agent_imo_status,DWT_source_url,shipxplorer_imo,shipxplorer_gt,shipxplorer_dwt,shipxplorer_name,shipxplorer_source_url,shipxplorer_status,patch_size,source_dataset,Name_source,Length_overall_source,Length_overall_source_url
S1A_IW_GRDH_1SDV_20260204T112525_20260204T112550_063068_07EA39_3544,17973,12307,Cargo_x17973_y12307.tif,Cargo_x17973_y12307.tif,Cargo,17974,12307,17972,12307,17941,12275,18005,12339,22.498579,103.54032586532271,0.9825667623988078,,,,,,525900604,,,,,,,,,,,,,HANDY JAYA 3,CARGO,,,Cargo,,,Cargo_x17973_y12307_vv.tif,Cargo_x17973_y12307_vh.tif,Cargo_x17973_y12307.tif,Cargo_x17973_y12307_vh.tif,Cargo_x17973_y12307_vv.tif,Cargo_x17973_y12307_vh.tif,Cargo_x17973_y12307.tif,Cargo_x17973_y12307_vh.tif,Cargo_x17973_y12307_vv.tif,Cargo_x17973_y12307_vh.tif,Cargo_x17973_y12307.tif,Cargo_x17973_y12307_vh.tif,Cargo_x17973_y12307_vv.png,Cargo_x17973_y12307_vh.png,Cargo_x17973_y12307.png,Cargo_x17973_y12307_vh.png,VV,VH,VV,"VV,VH",matched,2,f0b8ff352-26ba-7ecd-7a93-4319074cdaaf,525900604,HANDY JAYA 3,IDN,YB3942,,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2020-06-29T11:51:36Z,2026-05-25T22:22:44Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,2.2498579,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,105.9,S1A_IW_GRDH_1SDV_20260204T112525_20260204T112550_063068_07EA39_3544;103.5403260;0.98256700,1770204338,0.03036805894077121,15.900000000000006,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,https://www.vesselfinder.com/vessels/details/525900604,,request_failed,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,18079,18071,Cargo_x18079_y18071.tif,Cargo_x18079_y18071.tif,Cargo,18071,18069,18087,18073,18047,18039,18111,18103,172.589951,120.83709835370202,1.4255373177757775,,,,,,525025082,,,,,,,,,,,,,MERATUS GORONTALO,CARGO,,,Cargo,13444.0,17791.0,Cargo_x18079_y18071_vv.tif,Cargo_x18079_y18071_vh.tif,Cargo_x18079_y18071.tif,Cargo_x18079_y18071_vh.tif,Cargo_x18079_y18071_vv.tif,Cargo_x18079_y18071_vh.tif,Cargo_x18079_y18071.tif,Cargo_x18079_y18071_vh.tif,Cargo_x18079_y18071_vv.tif,Cargo_x18079_y18071_vh.tif,Cargo_x18079_y18071.tif,Cargo_x18079_y18071_vh.tif,Cargo_x18079_y18071_vv.png,Cargo_x18079_y18071_vh.png,Cargo_x18079_y18071.png,Cargo_x18079_y18071_vh.png,VV,VH,VV,"VV,VH",matched,2,c0267486e-eb33-3c85-7dc9-78bd4a047091,525025082,MERATUS GORONTALO,IDN,POUB,9202895.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2012-09-06T11:39:05Z,2026-06-01T23:59:51Z,registry_ssvid_exact,525025082.0,MERATUSGORONTALO,IDN,9202895.0,,,,13444.0,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,17.2589951,,,,,,,,,,,,,,,,,not_filled,VV/VH tidak memenuhi kualitas minimum,,,,,exact_scene_position_match,282.29998779296875,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878;120.8370980;1.42553700,1769982141,0.05286260701618501,1.7362556749577038,,public-global-vessel-identity:v4.0,GFW registryInfo.tonnageGt,,9202895.0,13444.0,17791.0,GFW registryInfo.imo,GFW registryInfo.tonnageGt,"Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A9202895/mmsi%3A525025082/MERATUS_GORONTALO.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260209T113334_20260209T113359_063141_07ECFF_5730,18094,2022,Cargo_x18094_y2022.tif,Cargo_x18094_y2022.tif,Cargo,18088,2021,18100,2023,18062,1990,18126,2054,129.65094,101.54540503843764,1.6771018531333637,,,,,,372746000,,,,,,,,,,,,,BMC ENDORA,CARGO,,,Cargo,11681.0,19127.0,Cargo_x18094_y2022_vv.tif,Cargo_x18094_y2022_vh.tif,Cargo_x18094_y2022.tif,Cargo_x18094_y2022_vh.tif,Cargo_x18094_y2022_vv.tif,Cargo_x18094_y2022_vh.tif,Cargo_x18094_y2022.tif,Cargo_x18094_y2022_vh.tif,Cargo_x18094_y2022_vv.tif,Cargo_x18094_y2022_vh.tif,Cargo_x18094_y2022.tif,Cargo_x18094_y2022_vh.tif,Cargo_x18094_y2022_vv.png,Cargo_x18094_y2022_vh.png,Cargo_x18094_y2022.png,Cargo_x18094_y2022_vh.png,VV,VH,VV,"VV,VH",matched,2,830ad4f4e-e65c-d6a2-5a0e-24c56181d189,372746000,BMC ENDORA,PAN,3EKK4,9380427.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2012-01-03T06:36:37Z,2026-06-01T23:26:23Z,registry_ssvid_exact,372746000.0,SUNRISEMIYAJIMA,PAN,9380427.0,,,,11681.0,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,12.965094,,,,,,,,,,,,,,,,,not_filled,pergerakan AIS kurang dari 5 km untuk validasi VH,,,,,exact_scene_position_match,283.29998779296875,S1A_IW_GRDH_1SDV_20260209T113334_20260209T113359_063141_07ECFF_5730;101.5454050;1.67710200,1770636827,0.016880422006888295,3.8376655849431245,,public-global-vessel-identity:v4.0,GFW registryInfo.tonnageGt,,9380427.0,11681.0,19127.0,GFW registryInfo.imo,GFW registryInfo.tonnageGt,"Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A9380427/mmsi%3A372746000/BMC_ENDORA.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260211T093713_20260211T093738_063169_07EDFC_984E,18206,17849,Cargo_x18206_y17849.tif,Cargo_x18206_y17849.tif,Cargo,18205,17848,18207,17850,18174,17817,18238,17881,23.9511471,131.24760083730513,-3.918956380451645,,,,,,525701797,,,,,,,,,,,,,,OTHER,,,Cargo,,,Cargo_x18206_y17849_vv.tif,Cargo_x18206_y17849_vh.tif,Cargo_x18206_y17849.tif,Cargo_x18206_y17849_vh.tif,Cargo_x18206_y17849_vv.tif,Cargo_x18206_y17849_vh.tif,Cargo_x18206_y17849.tif,Cargo_x18206_y17849_vh.tif,Cargo_x18206_y17849_vv.tif,Cargo_x18206_y17849_vh.tif,Cargo_x18206_y17849.tif,Cargo_x18206_y17849_vh.tif,Cargo_x18206_y17849_vv.png,Cargo_x18206_y17849_vh.png,Cargo_x18206_y17849.png,Cargo_x18206_y17849_vh.png,VV,VH,VV,"VV,VH",matched,3,bc2bbd951-1d41-6998-563b-76254af978e3,525701797,,IDN,,,OTHER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,OTHER,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2024-05-22T08:46:05Z,2026-05-31T13:37:03Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,2.39511471,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,306.0,S1A_IW_GRDH_1SDV_20260211T093713_20260211T093738_063169_07EDFC_984E;131.2476010;-3.9189560,1770802646,0.045993575651528014,9.0,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525701797.0,SPOB NUSA LAUT01,https://www.vesselfinder.com/vessels/details/525701797,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260203T212605_20260203T212630_063060_07E9F3_459B,18390,10594,Cargo_x18390_y10594.tif,Cargo_x18390_y10594.tif,Cargo,18387,10597,18393,10591,18358,10562,18422,10626,93.4642792,124.66324916432922,0.5968554385899217,,,,,,525119060,,,,,,,,,,,,,MV.MANDRAGUNA,CARGO,,,Cargo,4334.0,6313.0,Cargo_x18390_y10594_vv.tif,Cargo_x18390_y10594_vh.tif,Cargo_x18390_y10594.tif,Cargo_x18390_y10594_vh.tif,Cargo_x18390_y10594_vv.tif,Cargo_x18390_y10594_vh.tif,Cargo_x18390_y10594.tif,Cargo_x18390_y10594_vh.tif,Cargo_x18390_y10594_vv.tif,Cargo_x18390_y10594_vh.tif,Cargo_x18390_y10594.tif,Cargo_x18390_y10594_vh.tif,Cargo_x18390_y10594_vv.png,Cargo_x18390_y10594_vh.png,Cargo_x18390_y10594.png,Cargo_x18390_y10594_vh.png,VV,VH,VV,"VV,VH",matched,1,f90395113-35e0-89eb-08ea-8a3732f6c7f0,525119060,MV.MANDRAGUNA,IDN,YCBF2,8710168.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2018-01-16T04:43:11Z,2026-06-01T23:09:13Z,registry_ssvid_exact,525119060.0,MANDRAGUNA,IDN,8710168.0,,,,4334.0,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,9.34642792,49.19371786411445,6.529345335231455,49.0,99.5,1.2487948312770598,212.73575502207035,18.50657247707712,2026-02-03T21:00:00+00:00,2026-02-03T22:00:00+00:00,0.58,124.6500015258789,0.44,124.55999755859376,2.383798520739989,16.457962842044104,,already_filled,,,,,,exact_scene_position_match,222.10000610351562,S1A_IW_GRDH_1SDV_20260203T212605_20260203T212630_063060_07E9F3_459B;124.6632490;0.59685500,1770153978,0.05207946888807271,2.899993896484375,,public-global-vessel-identity:v4.0,GFW registryInfo.tonnageGt,,8710168.0,4334.0,6313.0,GFW registryInfo.imo,GFW registryInfo.tonnageGt,"Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A8710168/mmsi%3A525119060/MV_MANDRAGUNA.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,18406,12416,Cargo_x18406_y12416.tif,Cargo_x18406_y12416.tif,Cargo,18411,12419,18401,12413,18374,12384,18438,12448,119.297852,119.25720856768666,-5.5990235935121335,,,,,,525125012,,,,,,,,,,,,,MERATUS LEMBATA,CARGO,,,Cargo,8588.0,8563.0,Cargo_x18406_y12416_vv.tif,Cargo_x18406_y12416_vh.tif,Cargo_x18406_y12416.tif,Cargo_x18406_y12416_vh.tif,Cargo_x18406_y12416_vv.tif,Cargo_x18406_y12416_vh.tif,Cargo_x18406_y12416.tif,Cargo_x18406_y12416_vh.tif,Cargo_x18406_y12416_vv.tif,Cargo_x18406_y12416_vh.tif,Cargo_x18406_y12416.tif,Cargo_x18406_y12416_vh.tif,Cargo_x18406_y12416_vv.png,Cargo_x18406_y12416_vh.png,Cargo_x18406_y12416.png,Cargo_x18406_y12416_vh.png,VV,VH,VV,"VV,VH",matched,1,f9332fbb2-2d2e-629e-11b6-a7fca66c7074,525125012,MERATUS LEMBATA,IDN,YCJN2,9821536.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2018-09-16T10:41:08Z,2026-06-01T23:57:14Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,11.9297852,114.85350540944307,7.751399092229087,77.0,98.5,1.5634550776325682,124.83256563599184,17.523643281422373,2026-02-01T21:00:00+00:00,2026-02-01T22:00:00+00:00,-5.6,119.26000213623048,-5.69,119.38999938964844,0.327659554983104,9.979060226548768,,already_filled,,,,,,exact_scene_position_match,121.5,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01;119.2572090;-5.5990240,1769982266,0.06581660473977623,0.5362434679265107,,public-global-vessel-identity:v4.0,,,9821536.0,8588.0,8563.0,GFW selfReportedInfo.imo,"VesselFinder details page, IMO exact match","Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,https://www.vesselfinder.com/vessels/details/9821536,8588.0,9821536.0,525125012.0,MERATUS LEMBATA,https://www.vesselfinder.com/vessels/details/9821536,matched_by_imo,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A9821536/mmsi%3A525125012/MERATUS_LEMBATA.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,18943,10050,Cargo_x18943_y10050.tif,Cargo_x18943_y10050.tif,Cargo,18945,10055,18941,10045,18911,10018,18975,10082,110.430687,119.30488098943704,-5.3850311328880585,,,,,,525701658,,,,,,,,,,,,,SEMARAK MALUT 01,CARGO,,,Cargo,2993.0,5031.0,Cargo_x18943_y10050_vv.tif,Cargo_x18943_y10050_vh.tif,Cargo_x18943_y10050.tif,Cargo_x18943_y10050_vh.tif,Cargo_x18943_y10050_vv.tif,Cargo_x18943_y10050_vh.tif,Cargo_x18943_y10050.tif,Cargo_x18943_y10050_vh.tif,Cargo_x18943_y10050_vv.tif,Cargo_x18943_y10050_vh.tif,Cargo_x18943_y10050.tif,Cargo_x18943_y10050_vh.tif,Cargo_x18943_y10050_vv.png,Cargo_x18943_y10050_vh.png,Cargo_x18943_y10050.png,Cargo_x18943_y10050_vh.png,VV,VH,VV,"VV,VH",matched,2,7e969837e-e613-cf1a-e0cf-e784e894a37f,525701658,SEMARAK MALUT 01,IDN,YDOF3,1064405.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2024-08-07T05:15:17Z,2026-06-01T23:41:35Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,11.0430687,169.51242340435013,10.649419584533293,58.0,98.5,0.514504954952173,161.65110665586872,3.514551139322485,2026-02-01T21:00:00+00:00,2026-02-01T22:00:00+00:00,-5.38,119.3000030517578,-5.41,119.30999755859376,0.7775486554107337,7.861316748481414,,already_filled,,,,,,exact_scene_position_match,163.1999969482422,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01;119.3048810;-5.3850310,1769982266,0.014822695970807957,5.001406434593946,,public-global-vessel-identity:v4.0,,,1064405.0,2993.0,5031.0,GFW selfReportedInfo.imo,"VesselFinder details page, IMO exact match","Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,https://www.vesselfinder.com/vessels/details/1064405,2993.0,1064405.0,525701658.0,SEMARAK MALUT 01,https://www.vesselfinder.com/vessels/details/1064405,matched_by_imo,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A1064405/mmsi%3A525701658/SEMARAK_MALUT_01.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,18976,10233,Cargo_x18976_y10233.tif,Cargo_x18976_y10233.tif,Cargo,18976,10236,18976,10230,18944,10201,19008,10265,57.8090324,119.30790092322628,-5.401565248995952,,,,,,525022436,,,,,,,,,,,,,KM.INNOVA,CARGO,,,Cargo,,,Cargo_x18976_y10233_vv.tif,Cargo_x18976_y10233_vh.tif,Cargo_x18976_y10233.tif,Cargo_x18976_y10233_vh.tif,Cargo_x18976_y10233_vv.tif,Cargo_x18976_y10233_vh.tif,Cargo_x18976_y10233.tif,Cargo_x18976_y10233_vh.tif,Cargo_x18976_y10233_vv.tif,Cargo_x18976_y10233_vh.tif,Cargo_x18976_y10233.tif,Cargo_x18976_y10233_vh.tif,Cargo_x18976_y10233_vv.png,Cargo_x18976_y10233_vh.png,Cargo_x18976_y10233.png,Cargo_x18976_y10233_vh.png,VV,VH,VV,"VV,VH",matched,4,ffb32992b-be06-fe99-1055-a8168d62bc53,525022436,KM.INNOVA,IDN,YDWF,,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2019-03-26T22:06:39Z,2026-05-29T22:32:11Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,5.78090324,,,,,,,,,,,,,,,,,not_filled,VV/VH tidak memenuhi kualitas minimum,,,,,exact_scene_position_match,185.4,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01;119.3079010;-5.4015650,1769982266,0.028962199875515866,5.400000000000006,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525022436.0,KM.INNOVA,https://www.vesselfinder.com/vessels/details/525022436,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260207T205537_20260207T205602_063118_07EC1F_86F8,19175,18355,Cargo_x19175_y18355.tif,Cargo_x19175_y18355.tif,Cargo,19188,18358,19162,18352,19143,18323,19207,18387,259.602264,131.00823258893865,-8.973852730663177,,,,,,563052400,,,,,,,,,,,,,MAERSK MONTE LASCAR,CARGO,,,Cargo,69132.0,83440.0,Cargo_x19175_y18355_vv.tif,Cargo_x19175_y18355_vh.tif,Cargo_x19175_y18355.tif,Cargo_x19175_y18355_vh.tif,Cargo_x19175_y18355_vv.tif,Cargo_x19175_y18355_vh.tif,Cargo_x19175_y18355.tif,Cargo_x19175_y18355_vh.tif,Cargo_x19175_y18355_vv.tif,Cargo_x19175_y18355_vh.tif,Cargo_x19175_y18355.tif,Cargo_x19175_y18355_vh.tif,Cargo_x19175_y18355_vv.png,Cargo_x19175_y18355_vh.png,Cargo_x19175_y18355.png,Cargo_x19175_y18355_vh.png,VV,VH,VV,"VV,VH",matched,1,360bf6b28-8c4e-4c5d-d194-adbd645e6677,563052400,MAERSK MONTE LASCAR,SGP,9V8405,9348077.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2018-04-06T14:45:19Z,2026-06-01T23:59:24Z,registry_ssvid_exact,563052400.0,MONTEACONCAGUA,SGP,9348077.0,,,,69132.0,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,25.9602264,,,,,,,,,,,,,,,,,not_filled,posisi AIS terdekat lebih dari 7.5 km,,,,,exact_scene_position_match,101.69999694824219,S1A_IW_GRDH_1SDV_20260207T205537_20260207T205602_063118_07EC1F_86F8;131.0082330;-8.9738530,1770497750,0.05417865774342448,1.2946198436742975,,public-global-vessel-identity:v4.0,GFW registryInfo.tonnageGt,,9348077.0,69132.0,83440.0,GFW registryInfo.imo,GFW registryInfo.tonnageGt,"Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A9348077/mmsi%3A563052400/MAERSK_MONTE_LASCAR.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260202T114135_20260202T114200_063039_07E931_6DD7,19367,16747,Cargo_x19367_y16747.tif,Cargo_x19367_y16747.tif,Cargo,19364,16745,19370,16749,19335,16715,19399,16779,78.547821,99.76959388130754,-0.4655470615386699,,,,,,525601478,,,,,,,,,,,,,WIRA HARMONI,CARGO,,,Cargo,1546.0,834.0,Cargo_x19367_y16747_vv.tif,Cargo_x19367_y16747_vh.tif,Cargo_x19367_y16747.tif,Cargo_x19367_y16747_vh.tif,Cargo_x19367_y16747_vv.tif,Cargo_x19367_y16747_vh.tif,Cargo_x19367_y16747.tif,Cargo_x19367_y16747_vh.tif,Cargo_x19367_y16747_vv.tif,Cargo_x19367_y16747_vh.tif,Cargo_x19367_y16747.tif,Cargo_x19367_y16747_vh.tif,Cargo_x19367_y16747_vv.png,Cargo_x19367_y16747_vh.png,Cargo_x19367_y16747.png,Cargo_x19367_y16747_vh.png,VV,VH,VV,"VV,VH",matched,1,3e4aed27e-e746-65f3-dc29-8fbfae13b6d5,525601478,WIRA HARMONI,IDN,YDFP3,1022548.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2023-11-28T04:04:48Z,2026-06-01T23:09:36Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,7.854782099999999,123.19266556150583,6.580281930116655,48.0,99.5,6.597977192711113,310.23560145639874,18.93593456781752,2026-02-02T11:00:00+00:00,2026-02-02T12:00:00+00:00,-0.49,99.8000030517578,-0.38,99.66999816894533,4.338887791396584,7.042935894892906,,already_filled,,,,,,exact_scene_position_match,309.0,S1A_IW_GRDH_1SDV_20260202T114135_20260202T114200_063039_07E931_6DD7;99.76959400;-0.4655470,1770032508,0.01486607036658575,5.309932474020229,,public-global-vessel-identity:v4.0,,,1022548.0,1546.0,834.0,GFW selfReportedInfo.imo,"VesselFinder details page, IMO exact match","Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,https://www.vesselfinder.com/vessels/details/1022548,1546.0,1022548.0,525601478.0,WIRA HARMONI,https://www.vesselfinder.com/vessels/details/1022548,matched_by_imo,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A1022548/mmsi%3A525601478/WIRA_HARMONI.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
